一	4e00.a
卷	9fb9.d,353e.e
卸	26222.b,5369.c
卺	4e1e.d,353e.e
卻	8c37.b,5369.c
卿	2008e.b,5373.c
厂	5382.a
厄	5382.a,353e.j
厅	5382.a,4e01.j
历	5382.a,529b.j
厉	20086.a,4e07.j
压	5382.a,5721.j
厌	5382.a,72ac.j
厍	5382.a,8f66.j
厕	5382.a,5219.j
厖	5382.a,5c28.j
厘	5382.a,91cc.j
厚	5382.a,3ad7.j
厝	5382.a,6614.j
原	5382.a,24f44.j
厠	5382.a,5247.j
厢	5382.a,76f8.j
厣	538c.a,7532.j
厥	5382.a,6b2e.j
厦	5382.a,590f.j
厨	5382.a,2d530.j
厩	5382.a,65e2.j
厭	5382.a,7312.j
厮	5382.a,65af.j
厰	5382.a,655e.j
厳	2d544.d,20a9a.e
厶	2010c.a,4e36.j
去	571f.d,53b6.e
厾	2123e.a,53b6.k
县	4e14.d,53b6.e
叁	53b6.d,2ff1.59274e09.e#
参	53b6.d,2ff1.59275f61.e#
參	53bd.d,3431.e
叆	4e91.b,7231.c
叇	4e91.b,902e.c
又	53c8.a
叉	53c8.a,4e36.f
及	5b.6c.2c.62.5d.31cb.a,4eba.m
友	20087.a,53c8.j
双	53c8.b,53c8.c
反	20086.a,53c8.j
収	4e29.b,53c8.c
发	2ff8.2ffa.2ffb.4e3f.200ca.4e36.53c8.a,53c8.j
叔	5c17.b,53c8.c
叕	355b.b,355b.c
取	8033.b,53c8.c
受	722b.d,2ff1.519653c8.e#
变	3005c.d,53c8.e
叙	4f59.b,53c8.c
叚	21c25.b,2ff0.21c25.2ff1.30b3.53c8.c
叛	534a.b,53cd.c
叟	26954.d,53c8.e
叠	53d2.d,519d.e
叡	777f.b,53c8.c
叢	4e35.d,53d6.e
口	53e3.a
古	5341.d,53e3.e
句	52f9.a,53e3.k
另	53e3.d,529b.e
叨	53e3.b,5200.c
叩	53e3.b,5369.c
只	53e3.d,516b.e
叫	53e3.b,4e29.c
召	5200.d,53e3.e
叭	53e3.b,516b.c
叮	53e3.b,4e01.c
可	4e05.a,53e3.k
台	53b6.d,53e3.e
叱	53e3.b,2090e.c
史	4e3f.a,2ffb.4e3f.2ff1.53e3.4e40.m
右	20087.a,53e3.j
叵	5338.a,53e3.i
叶	53e3.b,5341.c
号	53e3.d,4e02.e
司	200cc.a,20b9b.k
叹	53e3.b,53c8.c
叺	53e3.b,5165.c
叻	53e3.b,529b.c
叼	53e3.b,5201.c
叽	53e3.b,51e0.c
吁	53e3.b,4e8e.c
吃	53e3.b,4e5e.c
各	5902.d,53e3.e
吆	53e3.b,5e7a.c
合	4ebc.d,53e3.e
吉	58eb.d,53e3.e
吊	53e3.d,5dfe.e
吋	53e3.b,5bf8.c
同	5182.a,20b9b.g
名	5915.d,53e3.e
后	20086.a,20b9b.j
吏	20087.a,2ffb.20087.2ff1.53e3.4e40.m
吐	53e3.b,571f.c
向	4e3f.d,518b.e
吒	53e3.b,4e47.c
吓	53e3.b,4e0b.c
吕	53e3.d,53e3.e
吖	53e3.b,4e2b.c
吗	53e3.b,9a6c.c
君	5c39.d,53e3.e
吝	6587.d,53e3.e
吞	5929.d,53e3.e
吟	53e3.b,4eca.c
吠	53e3.b,72ac.c
吡	53e3.b,6bd4.c
吣	53e3.b,5fc3.c
否	4e0d.d,53e3.e
吧	53e3.b,5df4.c
吨	53e3.b,5c6f.c
吩	53e3.b,5206.c
含	4eca.d,53e3.e
听	53e3.b,65a4.c
吭	53e3.b,4ea2.c
吮	53e3.b,5141.c
启	6237.a,53e3.j
吱	53e3.b,652f.c
吲	53e3.b,5f15.c
吴	53e3.d,5929.e
吵	53e3.b,5c11.c
吶	53e3.b,5185.c
吸	53e3.b,53ca.c
吹	53e3.b,6b20.c
吻	53e3.b,52ff.c
吼	53e3.b,5b54.c
吽	53e3.b,725b.c
吾	4e94.d,53e3.e
呀	53e3.b,7259.c
呂	53e3.d,2ff1.4e3f53e3.e#
呃	53e3.b,5384.c
呆	53e3.d,6728.e
呇	6c34.d,53e3.e
呈	53e3.d,738b.e
呉	2ff3.2ffa.200d1.53e3.4e00.516b.d,2ff1.4e00516b.e#
告	20092.d,9fb4.e
呋	53e3.b,592b.c
呎	53e3.b,5c3a.c
呐	53e3.b,5185.c
呑	592d.d,53e3.e
呒	53e3.b,65e0.c
呓	53e3.b,827a.c
呔	53e3.b,592a.c
呕	53e3.b,533a.c
呖	53e3.b,5386.c
呗	53e3.b,8d1d.c
员	53e3.d,8d1d.e
呙	53e3.d,5185.e
呛	53e3.b,4ed3.c
呜	53e3.b,4e4c.c
呟	53e3.b,7384.c
呢	53e3.b,5c3c.c
呣	53e3.b,6bcd.c
呤	53e3.b,4ee4.c
呦	53e3.b,5e7c.c
周	31586.a,53e3.g
呪	53e3.b,5144.c
呰	6b64.d,53e3.e
呱	53e3.b,74dc.c
呲	53e3.b,6b64.c
味	53e3.b,672a.c
呵	53e3.b,53ef.c
呶	53e3.b,5974.c
呷	53e3.b,7532.c
呸	53e3.b,4e15.c
呻	53e3.b,7533.c
呼	53e3.b,4e4e.c
命	4ebc.d,53e9.e
咀	53e3.b,4e14.c
咂	53e3.b,531d.c
咄	53e3.b,51fa.c
咆	53e3.b,5305.c
咇	53e3.b,5fc5.c
咉	53e3.b,592e.c
咋	53e3.b,4e4d.c
和	79be.b,53e3.c
咍	53e3.b,53f0.c
咎	5904.d,53e3.e
咏	53e3.b,6c38.c
咐	53e3.b,4ed8.c
咒	5405.d,51e0.e
咔	53e3.b,5361.c
咕	53e3.b,53e4.c
咖	53e3.b,52a0.c
咙	53e3.b,9f99.c
咚	53e3.b,51ac.c
咛	53e3.b,5b81.c
咝	53e3.b,4e1d.c
咡	53e3.b,8033.c
咢	5405.d,4e8f.e
咣	53e3.b,5149.c
咤	53e3.b,5b85.c
咥	53e3.b,81f3.c
咦	53e3.b,5937.c
咧	53e3.b,5217.c
咨	6b21.d,53e3.e
咩	53e3.b,7f8a.c
咪	53e3.b,7c73.c
咫	5c3a.a,53ea.l
咬	53e3.b,4ea4.c
咭	53e3.b,5409.c
咯	53e3.b,5404.c
咱	53e3.b,81ea.c
咲	53e3.b,5173.c
咳	53e3.b,4ea5.c
咴	53e3.b,7070.c
咸	620c.a,53e3.g
咺	53e3.b,4e98.c
咻	53e3.b,4f11.c
咼	518e.a,53e3.g
咽	53e3.b,56e0.c
咾	53e3.b,8001.c
咿	53e3.b,4f0a.c
哀	8863.a,53e3.f
品	53e3.d,5405.e
哂	53e3.b,897f.c
哃	53e3.b,540c.c
哄	53e3.b,5171.c
哆	53e3.b,591a.c
哇	53e3.b,572d.c
哈	53e3.b,5408.c
哉	2298f.a,53e3.k
哌	53e3.b,200a2.c
响	53e3.b,5411.c
哎	53e3.b,827e.c
哏	53e3.b,826e.c
哐	53e3.b,5321.c
哑	53e3.b,4e9a.c
哒	53e3.b,8fbe.c
哓	53e3.b,5c27.c
哔	53e3.b,6bd5.c
哕	53e3.b,5c81.c
哗	53e3.b,534e.c
哘	53e3.b,884c.c
哙	53e3.b,4f1a.c
哚	53e3.b,6735.c
哜	53e3.b,9f50.c
哝	53e3.b,519c.c
哞	53e3.b,725f.c
哟	53e3.b,7ea6.c
員	53e3.d,8c9d.e
哢	53e3.b,5f04.c
哥	53ef.d,53ef.e
哦	53e3.b,6211.c
哧	53e3.b,8d64.c
哨	53e3.b,8096.c
哩	53e3.b,91cc.c
哪	53e3.b,90a3.c
哭	5405.d,72ac.e
哮	53e3.b,5b5d.c
哱	53e3.b,5b5b.c
哲	6298.d,53e3.e
哳	53e3.b,6298.c
哺	53e3.b,752b.c
哼	53e3.b,4ea8.c
哽	53e3.b,66f4.c
哿	52a0.d,53ef.e
唁	53e3.b,8a00.c
唄	53e3.b,8c9d.c
唆	53e3.b,590b.c
唇	8fb0.d,53e3.e
唉	53e3.b,77e3.c
唏	53e3.b,5e0c.c
唐	5e7f.a,2ff8.5e7f.2ff1.8080.53e3.j
唑	53e3.b,5750.c
唔	53e3.b,543e.c
唖	53e3.b,4e9c.c
唛	53e3.b,9ea6.c
唝	53e3.b,8d21.c
唠	53e3.b,52b3.c
唢	53e3.b,2d546.c
唣	53e3.b,7682.c
唤	53e3.b,5942.c
唧	53e3.b,5373.c
唪	53e3.b,5949.c
唬	53e3.b,864e.c
售	96b9.d,53e3.e
唯	53e3.b,96b9.c
唰	53e3.b,5237.c
唱	53e3.b,660c.c
唳	53e3.b,623e.c
唵	53e3.b,5944.c
唷	53e3.b,80b2.c
唸	53e3.b,5ff5.c
唹	53e3.b,65bc.c
唼	53e3.b,59be.c
唾	53e3.b,5782.c
唿	53e3.b,5ffd.c
啀	53e3.b,5393.c
啁	53e3.b,5468.c
啃	53e3.b,80af.c
啄	53e3.b,8c56.c
啅	53e3.b,5353.c
商	4ea0.d,2ff1.4e37518f.e#
啉	53e3.b,6797.c
啊	53e3.b,963f.c
啌	53e3.b,7a7a.c
問	9580.a,53e3.g
啐	53e3.b,5352.c
啓	22f04.d,53e3.e
啕	53e3.b,530b.c
啖	53e3.b,708e.c
啗	53e3.b,81fd.c
啜	53e3.b,53d5.c
啝	53e3.b,548c.c
啡	53e3.b,975e.c
啣	53e3.b,5378.c
啤	53e3.b,5351.c
啥	53e3.b,820d.c
啦	53e3.b,62c9.c
啧	53e3.b,8d23.c
啪	53e3.b,62cd.c
啫	53e3.b,8005.c
啬	2ff1.2ffb.571f.4e37.56de.d,56de.e
啭	53e3.b,8f6c.c
啮	53e3.b,9f7f.c
啰	53e3.b,7f57.c
啴	53e3.b,5355.c
啵	53e3.b,6ce2.c
啶	53e3.b,5b9a.c
啷	53e3.b,90ce.c
啸	53e3.b,8083.c
啻	5e1d.d,53e3.e
啼	53e3.b,5e1d.c
啾	53e3.b,79cb.c
喀	53e3.b,5ba2.c
喁	53e3.b,79ba.c
喂	53e3.b,754f.c
喃	53e3.b,5357.c
善	2ff1.2ffb.7f8a.4e37.20b9b.d,20b9b.e
喆	5409.b,5409.c
喇	53e3.b,524c.c
喈	53e3.b,7686.c
喉	53e3.b,4faf.c
喊	53e3.b,54b8.c
喋	53e3.b,67bc.c
喏	53e3.b,82e5.c
喑	53e3.b,97f3.c
喔	53e3.b,5c4b.c
喘	53e3.b,8011.c
喙	53e3.b,5f56.c
喚	53e3.b,5942.c
喜	58f4.d,53e3.e
喝	53e3.b,66f7.c
喞	53e3.b,5373.c
喟	53e3.b,80c3.c
喤	53e3.b,7687.c
喧	53e3.b,5ba3.c
喨	53e3.b,4eae.c
喩	53e3.b,4fde.c
喪	2ff1.2ffb.571f.5405.30020.d,30020.e
喫	53e3.b,5951.c
喬	541e.d,518b.e
單	5405.d,2ff1.5405.2ffb.7532.4e00.e
喰	53e3.b,98df.c
喱	53e3.b,5398.c
喳	53e3.b,67e5.c
喵	53e3.b,82d7.c
営	300ee.d,5415.e
喷	53e3.b,8d32.c
喹	53e3.b,594e.c
喻	53e3.b,4fde.c
喽	53e3.b,5a04.c
喾	300ee.d,544a.e
嗄	53e3.b,590f.c
嗅	53e3.b,81ed.c
嗇	2ff1.2ffb.571f.4ece.56de.d,56de.e
嗉	53e3.b,7d20.c
嗌	53e3.b,76ca.c
嗍	53e3.b,6714.c
嗐	53e3.b,5bb3.c
嗑	53e3.b,76cd.c
嗒	53e3.b,8345.c
嗓	53e3.b,6851.c
嗔	53e3.b,771f.c
嗖	53e3.b,53df.c
嗚	53e3.b,70cf.c
嗜	53e3.b,8006.c
嗝	53e3.b,9b32.c
嗞	53e3.b,5179.c
嗟	53e3.b,5dee.c
嗡	53e3.b,7fc1.c
嗣	2ff0.2ff1.53e3.20541.53f8.b,53f8.c
嗤	53e3.b,86a9.c
嗥	53e3.b,768b.c
嗦	53e3.b,7d22.c
嗨	53e3.b,6d77.c
嗪	53e3.b,79e6.c
嗫	53e3.b,8042.c
嗬	53e3.b,8377.c
嗯	53e3.b,6069.c
嗲	53e3.b,7239.c
嗳	53e3.b,7231.c
嗵	53e3.b,901a.c
嗷	53e3.b,6556.c
嗹	53e3.b,9023.c
嗽	53e3.b,6b36.c
嗾	53e3.b,65cf.c
嘀	53e3.b,5547.c
嘁	53e3.b,621a.c
嘆	53e3.b,26c29.c
嘈	53e3.b,66f9.c
嘉	58f4.d,52a0.e
嘌	53e3.b,7968.c
嘎	53e3.b,621b.c
嘏	53e4.b,53da.c
嘔	53e3.b,5340.c
嘖	53e3.b,8cac.c
嘗	5c1a.d,65e8.e
嘘	53e3.b,865a.c
嘚	53e3.b,5f97.c
嘛	53e3.b,9ebb.c
嘞	53e3.b,52d2.c
嘟	53e3.b,90fd.c
嘡	53e3.b,5802.c
嘣	53e3.b,5d29.c
嘤	53e3.b,5a74.c
嘧	53e3.b,5bc6.c
嘩	53e3.b,83ef.c
嘬	53e3.b,6700.c
嘭	53e3.b,5f6d.c
嘯	53e3.b,8085.c
嘱	53e3.b,5c5e.c
嘲	53e3.b,671d.c
嘴	53e3.b,89dc.c
嘶	53e3.b,65af.c
嘸	53e3.b,7121.c
嘹	53e3.b,5c1e.c
嘻	53e3.b,559c.c
嘿	53e3.b,9ed1.c
噀	53e3.b,5dfd.c
噂	53e3.b,5c0a.c
噇	53e3.b,7ae5.c
噌	53e3.b,66fe.c
噍	53e3.b,7126.c
噎	53e3.b,58f9.c
噐	20c6f.d,5405.e
噔	53e3.b,767b.c
噗	53e3.b,83d0.c
噘	53e3.b,53a5.c
噙	53e3.b,79bd.c
噛	53e3.b,6b6f.c
噜	53e3.b,9c81.c
噢	53e3.b,5965.c
噤	53e3.b,7981.c
器	54ed.d,5405.e
噩	2a845.a,5405.m
噪	53e3.b,55bf.c
噫	53e3.b,610f.c
噬	53e3.b,7b6e.c
噱	53e3.b,8c66.c
噴	53e3.b,8cc1.c
噶	53e3.b,845b.c
噸	53e3.b,9813.c
噺	53e3.b,65b0.c
噻	53e3.b,585e.c
噼	53e3.b,8f9f.c
嚀	53e3.b,5be7.c
嚄	53e3.b,84a6.c
嚅	53e3.b,9700.c
嚆	53e3.b,84bf.c
嚇	53e3.b,8d6b.c
嚊	53e3.b,9f3b.c
嚎	53e3.b,8c6a.c
嚏	53e3.b,7590.c
嚓	53e3.b,5bdf.c
嚔	53e3.b,7590.c
嚚	35ca.a,81e3.f
嚠	53e3.b,5289.c
嚢	30009.d,2ff1.34c12ff3.30009.34c1.2ff1.2000e.27607.e#
嚣	2cc5e.d,5405.e
嚥	53e3.b,71d5.c
嚭	559c.b,5426.c
嚮	9109.d,5411.e
嚯	53e3.b,970d.c
嚴	5405.d,20a9a.e
嚶	53e3.b,5b30.c
嚷	53e3.b,8944.c
嚼	53e3.b,7235.c
囀	53e3.b,8f49.c
囁	53e3.b,8076.c
囂	20f78.d,5405.e
囃	53e3.b,96dc.c
囈	53e3.b,85dd.c
囊	30009.d,2ff1.51963151e.e#
囎	53e3.b,8d08.c
囑	53e3.b,5c6c.c
囓	53e3.b,9f67.c
囔	53e3.b,56ca.c
囗	56d7.a
囘	5182.a,5df3.g
囚	56d7.a,4eba.f
四	56d7.a,513f.f
囝	56d7.a,5b50.f
回	56d7.a,53e3.f
囟	4e3f.d,9fb1.e
因	56d7.a,5927.f
囡	56d7.a,5973.f
团	56d7.a,624d.f
団	56d7.a,5bf8.f
囤	56d7.a,5c6f.f
囫	56d7.a,52ff.f
园	56d7.a,5143.f
囮	56d7.a,5316.f
困	56d7.a,6728.f
囱	4e3f.d,2ff1.4e3f.2ff4.56d7.5902.e
囲	56d7.a,2ff4.56d7.2ffb.3022.4e8c.f
図	56d7.a,2ff4.56d7.2ff1.2ff0.4e36.4e36.4e42.f
围	56d7.a,97e6.f
囵	56d7.a,4ed1.f
囷	56d7.a,79be.f
囹	56d7.a,4ee4.f
固	56d7.a,53e4.f
国	56d7.a,7389.f
图	56d7.a,51ac.f
囿	56d7.a,6709.f
圀	56d7.a,2ff4.56d7.2ff1.516b.65b9.f
圃	56d7.a,752b.f
圄	56d7.a,543e.f
圆	56d7.a,5458.f
圈	56d7.a,5377.f
圉	56d7.a,5e78.f
圊	56d7.a,9752.f
國	56d7.a,6216.f
圌	56d7.a,8011.f
圍	56d7.a,97cb.f
圏	56d7.a,5dfb.f
圐	56d7.a,2c659.f
園	56d7.a,8881.f
圓	56d7.a,54e1.f
圖	56d7.a,555a.f
團	56d7.a,5c08.f
圙	56d7.a,2ff4.56d7.2ff1.516b.9763.f
圜	56d7.a,7758.f
土	5341.d,4e00.e
圢	571f.b,4e01.c
圣	53c8.d,571f.e
圦	571f.b,5165.c
圧	5382.a,571f.j
在	20087.a,2ff8.20087.2ff0.4e28.571f.j
圩	571f.b,4e8e.c
圪	571f.b,4e5e.c
圫	571f.b,4e47.c
圬	571f.b,4e8f.c
圭	571f.d,571f.e
圮	571f.b,5df1.c
圯	571f.b,5df3.c
地	571f.b,4e5f.c
圲	571f.b,5343.c
圳	571f.b,5ddd.c
圷	571f.b,4e0b.c
圸	571f.b,5c71.c
圹	571f.b,5e7f.c
场	571f.b,200d3.c
圻	571f.b,65a4.c
圾	571f.b,53ca.c
址	571f.b,6b62.c
坂	571f.b,53cd.c
均	571f.b,5300.c
坉	571f.b,5c6f.c
坊	571f.b,65b9.c
坋	571f.b,5206.c
坌	5206.d,571f.e
坍	571f.b,4e39.c
坎	571f.b,6b20.c
坏	571f.b,4e0d.c
坐	2098f.d,4e00.e
坑	571f.b,4ea2.c
坒	6bd4.d,571f.e
块	571f.b,592c.c
坚	30021.d,571f.e
坛	571f.b,4e91.c
坜	571f.b,5386.c
坝	571f.b,8d1d.c
坞	571f.b,4e4c.c
坟	571f.b,6587.c
坠	961f.d,571f.e
坡	571f.b,76ae.c
坤	571f.b,7533.c
坥	571f.b,4e14.c
坦	571f.b,65e6.c
坨	571f.b,5b83.c
坩	571f.b,7518.c
坪	571f.b,5e73.c
坫	571f.b,5360.c
坬	571f.b,74dc.c
坭	571f.b,5c3c.c
坯	571f.b,4e15.c
坰	571f.b,518b.c
坳	571f.b,5e7c.c
坶	571f.b,6bcd.c
坷	571f.b,53ef.c
坻	571f.b,6c10.c
坼	571f.b,65a5.c
坽	571f.b,4ee4.c
坿	571f.b,4ed8.c
垂	4e56.d,4e00.e
垃	571f.b,7acb.c
垄	9f99.d,571f.e
垅	571f.b,9f99.c
垆	571f.b,5362.c
垈	4ee3.d,571f.e
垉	571f.b,5305.c
型	5211.d,571f.e
垌	571f.b,540c.c
垍	571f.b,81ea.c
垎	571f.b,5404.c
垏	571f.b,807f.c
垒	53bd.d,571f.e
垓	571f.b,4ea5.c
垕	540e.a,571f.j
垙	571f.b,5149.c
垚	571f.d,2a8b4.e
垛	571f.b,6735.c
垞	571f.b,5b85.c
垟	571f.b,7f8a.c
垠	571f.b,826e.c
垡	4f10.d,571f.e
垢	571f.b,540e.c
垣	571f.b,4e98.c
垤	571f.b,81f3.c
垦	826e.d,571f.e
垧	571f.b,5411.c
垩	4e9a.d,571f.e
垪	571f.b,5e76.c
垫	6267.d,571f.e
垭	571f.b,4e9a.c
垮	571f.b,5938.c
垯	571f.b,8fbe.c
垰	571f.b,209d7.c
垱	571f.b,5f53.c
垲	571f.b,5c82.c
垳	571f.b,884c.c
垴	571f.b,342b.c
垵	571f.b,5b89.c
垸	571f.b,5b8c.c
垺	571f.b,5b5a.c
垾	571f.b,65f1.c
垿	571f.b,5e8f.c
埀	2b859.d,4e00.e
埂	571f.b,66f4.c
埃	571f.b,77e3.c
埆	571f.b,89d2.c
埇	571f.b,752c.c
埋	571f.b,91cc.c
埌	571f.b,826f.c
城	571f.b,6210.c
埏	571f.b,5ef6.c
埒	571f.b,5bfd.c
埓	571f.b,5bfd.c
埔	571f.b,752b.c
埕	571f.b,5448.c
埖	571f.b,82b1.c
埗	571f.b,6b65.c
埘	571f.b,65f6.c
埙	571f.b,5458.c
埚	571f.b,5459.c
埜	6797.d,571f.e
埝	571f.b,5ff5.c
域	571f.b,6216.c
埠	571f.b,961c.c
埣	571f.b,5352.c
埤	571f.b,5351.c
埪	571f.b,7a7a.c
埫	571f.b,5c1a.c
埭	571f.b,96b6.c
埯	571f.b,5944.c
埴	571f.b,76f4.c
埵	571f.b,5782.c
執	5e78.b,4e38.c
埸	571f.b,6613.c
培	571f.b,5485.c
基	5176.d,571f.e
埼	571f.b,5947.c
埽	571f.b,5e1a.c
堀	571f.b,5c48.c
堂	5c1a.d,571f.e
堃	2ff1.2ff0.65b9.65b9.571f.d,571f.e
堅	81e4.d,571f.e
堆	571f.b,96b9.c
堇	5eff.d,2ff1.5eff.2ffb.4e04.20ba1.e
堉	571f.b,80b2.c
堊	4e9e.d,571f.e
堋	571f.b,670b.c
堌	571f.b,56fa.c
堍	571f.b,5154.c
堎	571f.b,590c.c
堐	571f.b,5393.c
堑	65a9.d,571f.e
堕	964f.d,571f.e
堙	571f.b,5794.c
堝	571f.b,54bc.c
堞	571f.b,67bc.c
堠	571f.b,4faf.c
堡	4fdd.d,571f.e
堤	571f.b,662f.c
堧	571f.b,800e.c
堨	571f.b,66f7.c
堪	571f.b,751a.c
堯	579a.d,5140.e
堰	571f.b,533d.c
報	5e78.b,20b1d.c
堲	5373.d,571f.e
場	571f.b,661c.c
堵	571f.b,8005.c
堺	571f.b,754c.c
堼	5c01.d,571f.e
堽	571f.b,7f61.c
堾	571f.b,6625.c
塀	571f.b,5c4f.c
塁	7530.d,2ff1.2ff3.7530.2ff0.51ab.2ff1.4e3f.4e36.571f571f.e#
塃	571f.b,8352.c
塄	571f.b,2c659.c
塅	571f.b,6bb5.c
塆	571f.b,5f2f.c
塈	65e2.d,571f.e
塊	571f.b,9b3c.c
塋	241fe.d,571f.e
塌	571f.b,26407.c
塍	30ba4.a,571f.j
塑	6714.d,571f.e
塒	571f.b,6642.c
塔	571f.b,8345.c
塗	6d82.d,571f.e
塘	571f.b,5510.c
塙	571f.b,9ad8.c
塚	571f.b,51a2.c
塝	571f.b,65c1.c
塞	21a04.d,571f.e
塢	571f.b,70cf.c
塥	571f.b,9b32.c
塩	571f.b,2c41a.c
填	571f.b,771f.c
塬	571f.b,539f.c
塮	571f.b,5c04.c
塰	6d77.d,571f.e
塱	6717.d,571f.e
塲	571f.b,2c037.c
塵	9e7f.d,571f.e
塹	65ac.d,571f.e
塾	5b70.d,571f.e
墀	571f.b,7280.c
墁	571f.b,66fc.c
境	571f.b,7adf.c
墅	91ce.d,571f.e
墈	571f.b,52d8.c
墉	571f.b,5eb8.c
墐	571f.b,5807.c
墒	571f.b,5546.c
墓	8279.d,212f5.e
墕	571f.b,7109.c
増	571f.b,66fe.c
墘	571f.b,4e7e.c
墙	571f.b,556c.c
墚	571f.b,6881.c
墜	968a.d,571f.e
增	571f.b,66fe.c
墟	571f.b,865a.c
墡	571f.b,5584.c
墣	571f.b,83d0.c
墦	571f.b,756a.c
墨	9ed1.d,571f.e
墩	571f.b,6566.c
墫	571f.b,5c0a.c
墮	968b.d,571f.e
墳	571f.b,8cc1.c
墸	571f.b,8457.c
墹	571f.b,9593.c
墺	571f.b,5965.c
墻	571f.b,55c7.c
墼	23aa0.d,571f.e
墾	8c87.d,571f.e
壁	8f9f.d,571f.e
壅	96cd.d,571f.e
壇	571f.b,4eb6.c
壊	571f.b,2ff0.571f.2ff1.5341.2dfb1.c
壌	571f.b,342e.c
壑	3561.d,571f.e
壓	53ad.d,571f.e
壕	571f.b,8c6a.c
壗	571f.b,76e1.c
壘	757e.d,571f.e
壙	571f.b,5ee3.c
壜	571f.b,66c7.c
壞	571f.b,8931.c
壟	9f8d.d,571f.e
壤	571f.b,8944.c
壥	571f.b,20aa8.c
士	5341.d,4e00.e
壬	4e3f.d,58eb.e
壮	4e2c.b,58eb.c
壯	723f.b,58eb.c
声	58eb.d,200dc.e
壱	21245.d,5315.e
売	58eb.d,5197.e
壳	58eb.d,5197.e
壶	21245.d,4e1a.e
壷	21245.d,2ff1.2ff3.21245.2ffb.3022.53e3.4e004e00.e#
壸	21245.d,4e9a.e
壹	21245.d,8c46.e
壺	21245.d,2ff1.2ff3.21245.2ff0.23.28.4e28.2d.4e00.200d1.29.23.28.200d1.2d.4e00.4e28.29.4e004e00.e#
壻	58eb.b,80e5.c
壼	21245.d,4e9e.e
壽	58eb.d,2ff1.4e5b2ff3.58eb.4e5b.2ff3.4e05.4e8c.540b.e#
夂	4e3f.a,53c8.j
处	5902.a,535c.l
备	5902.d,7530.e
変	3005c.d,5902.e
夊	2008a.a,4e40.m
复	2d94d.d,5902.e
夏	268fb.d,5902.e
夐	2e88.d,2ff1.2053f21565.e#
夔	4e37.d,5912.e
夕	2008a.a,4e36.f
外	5915.b,535c.c
夘	5915.b,5369.c
夙	51e0.a,6b79.g
多	5915.d,5915.e
夛	2b739.d,5915.e
夜	4ea0.d,2ff1.4ea0.2ff0.4ebb.2ff4.5902.4e36.e
够	53e5.b,591a.c
夢	26b5d.d,2ff1.51965915.e#
夤	5915.d,5bc5.e
夥	679c.b,591a.c
大	4eba.a,4e00.m
天	4e00.d,5927.e
太	5927.d,4e36.e
夫	4eba.a,4e8c.m
夬	4eba.a,30e6.m
夭	4e3f.d,5927.e
央	4eba.a,20003.m
夯	5927.d,529b.e
失	4eba.a,2ffb.4eba.2ff1.20089.4e00.m
夲	5927.d,5341.e
头	5927.a,2e80.o
夷	5927.a,5f13.m
夸	5927.d,4e8f.e
夹	5927.a,4491.m
夺	5927.d,5bf8.e
夼	5927.d,5ddd.e
夾	2ff1.2ffb.5341.4ece.4eba.d,4eba.e
奁	5927.d,533a.e
奂	2e88.d,302d9.e
奄	5927.d,7535.e
奇	5927.d,53ef.e
奈	5927.d,793a.e
奉	215d7.d,30001.e
奋	5927.d,7530.e
奎	5927.d,572d.e
奏	215d7.d,5929.e
奐	2e88.d,2ff1.2626a5927.e#
契	34de.d,5927.e
奓	5927.d,591a.e
奔	5927.d,5349.e
奕	4ea6.d,5927.e
奖	2ff1.2ff0.4e2c.5915.5927.d,5927.e
套	5927.d,9578.e
奘	58ef.d,5927.e
奚	722b.d,215de.e
奠	914b.d,5927.e
奡	268fb.d,5930.e
奢	5927.d,8005.e
奥	4e3f.d,2ff1.2d0685927.e#
奧	2ff1.2ff5.300e6.91c6.5927.d,5927.e
奨	5c06.d,5927.e
奩	5927.d,5340.e
奪	595e.d,5bf8.e
奬	5c07.d,5927.e
奭	5927.a,7695.m
奮	595e.d,7530.e
女	5b.2e.2c.5d.4e3f.a,2ffb.5b.2e.2c.5d.4e3f.2ffb.21fe8.4e00.m
奴	5973.b,53c8.c
奶	5973.b,4e43.c
奸	5973.b,5e72.c
她	5973.b,4e5f.c
好	5973.b,5b50.c
妁	5973.b,52fa.c
如	5973.b,53e3.c
妃	5973.b,5df1.c
妄	4ea1.d,5973.e
妆	4e2c.b,5973.c
妇	5973.b,2b739.c
妈	5973.b,9a6c.c
妊	5973.b,58ec.c
妍	5973.b,5f00.c
妒	5973.b,6237.c
妓	5973.b,652f.c
妖	5973.b,592d.c
妗	5973.b,4eca.c
妘	5973.b,4e91.c
妙	5973.b,5c11.c
妛	37a2.d,5973.e
妝	723f.b,5973.c
妞	5973.b,4e11.c
妣	5973.b,6bd4.c
妤	5973.b,4e88.c
妥	722b.d,5973.e
妧	5973.b,5143.c
妨	5973.b,65b9.c
妩	5973.b,65e0.c
妪	5973.b,533a.c
妫	5973.b,4e3a.c
妬	5973.b,77f3.c
妭	5973.b,72ae.c
妮	5973.b,5c3c.c
妯	5973.b,7531.c
妲	5973.b,65e6.c
妹	5973.b,672a.c
妻	2ff1.2ffb.5b.3a.2d.31.5d.5341.2e95.5973.d,5973.e
妾	7acb.d,5973.e
姆	5973.b,6bcd.c
姈	5973.b,4ee4.c
姉	5973.b,5dff.c
姊	5973.b,20094.c
始	5973.b,53f0.c
